"","UniqueID","YEAR","id","EEZ_grid","GEAR_DEPTH","GEAR_TEMPERATURE","START_LONGITUDE","START_LATITUDE","PHpa.fit","PHpa.se","PHpa.low","PHpa.hi","PHcpueFit","PHcpueSE","PHcpueLow","PHcpueHi","PHpredBio","PHstdBio","ATFpa.fit","ATFpa.se","ATFpa.low","ATFpa.hi","ATFcpueFit","ATFcpueSE","ATFcpueLow","ATFcpueHi","ATFpredBio","ATFstdBio","SpatOver"
"363","166_1993","1993",166,"1 g396",107.909090909091,7.15,-145.412581725938,59.963149879373,0.559230725262145,0.0515240977353703,0.660217956823471,0.458243493700819,4.06286809999212,0.11464342531208,4.2875692136038,3.83816698638045,2.27208067420303,0.332857847572157,0.966365291469128,0.0107938851152204,0.98752130629496,0.945209276643296,8.17388458773006,0.116605244483041,8.40243086691682,7.9453383085433,7.89895836205677,0.77024218010511,0.256
"364","166_1996","1996",166,"1 g396",115.75,6.11875,-145.412581725938,59.963149879373,0.282690125644121,0.0400054577754787,0.361100822884059,0.204279428404182,3.705203906703,0.118766699887708,3.93798663848291,3.47242117492309,1.04742455792296,0.153446789017185,0.99029769122201,0.00333349791553679,0.996831347136462,0.983764035307558,8.34091362868878,0.112033558772952,8.56049940388376,8.12132785349379,8.25998750917269,0.80544680641278,0.124
"365","166_1999","1999",166,"1 g396",107.55,6.88,-145.412581725938,59.963149879373,0.466320495798541,0.052217019824456,0.568665854654475,0.363975136942607,3.96124177809895,0.119928962163239,4.1963025439389,3.726181012259,1.84720822994099,0.270614403096143,0.992564371693841,0.00259354187228456,0.997647713763519,0.987481029624163,8.0996134401573,0.116964244147779,8.32886335868695,7.87036352162766,8.03938772519272,0.783935709537065,0.212
"366","166_2003","2003",166,"1 g396",93.7333333333333,6.71333333333333,-145.412581725938,59.963149879373,0.544441691230795,0.0495952129365814,0.641648308586495,0.447235073875096,4.56264441339771,0.114420375664531,4.78690834970019,4.33838047709523,2.48409384091499,0.363917592558305,0.978029832002057,0.00730134103796692,0.992340460436472,0.963719203567642,8.04849550849533,0.112871856291958,8.26972434682757,7.82726667016309,7.87166871004299,0.767581115177566,0.279
"367","166_2005","2005",166,"1 g396",111.583333333333,6.24166666666667,-145.412581725938,59.963149879373,0.360950845104217,0.0457424449570374,0.45060603722001,0.271295652988424,4.0145488839239,0.11662493527328,4.24313375705953,3.78596401078827,1.44905481236452,0.212285272848825,0.996755188531558,0.00116960621184797,0.99904761670678,0.994462760356336,8.65798490448665,0.111722943035956,8.87696187283712,8.43900793613617,8.62989137577497,0.841516823189887,0.179
"368","166_2007","2007",166,"1 g396",113.666666666667,5.96666666666667,-145.412581725938,59.963149879373,0.472078626413287,0.0519444200431796,0.573889689697919,0.370267563128655,3.9665094489939,0.117134318931918,4.19609271410046,3.73692618388734,1.87250433233637,0.274320260150819,0.993222756774045,0.00237206610071082,0.997872006331438,0.988573507216651,8.49174421065928,0.116017584468333,8.71913867621721,8.26434974510135,8.43419359473104,0.822433967121538,0.226
"369","166_2009","2009",166,"1 g396",102.333333333333,5.72222222222222,-145.412581725938,59.963149879373,0.533660296348394,0.0501342504440006,0.631923427218635,0.435397165478153,4.4044020046556,0.115448312636753,4.63068069742364,4.17812331188757,2.35045447904197,0.344339541985971,0.993373497336386,0.00231167743215095,0.997904385103402,0.98884260956937,8.25141756490671,0.112662227005138,8.47223552983678,8.03059959997664,8.19673952443426,0.799279377314002,0.275
"370","166_2011","2011",166,"1 g396",75.5555555555556,7.04444444444444,-145.412581725938,59.963149879373,0.83238586488273,0.0302172705389215,0.891611715139016,0.773160014626444,5.11530121860162,0.116541888210729,5.34372331949465,4.88687911770859,4.25790442898139,0.623779304797722,0.970940486742682,0.00983082258112,0.990208899001677,0.951672074483687,6.95671305949987,0.118120538200204,7.18822931437227,6.72519680462747,6.75455436411998,0.658649209248847,0.411
"371","166_2013","2013",166,"1 g396",78,6.22,-145.412581725938,59.963149879373,0.7606135961731,0.0391374115747438,0.837322922859597,0.683904269486602,4.80561752088826,0.117077242501625,5.03508891619145,4.57614612558508,3.65521802439528,0.535486269401034,0.954299288383915,0.015130384831528,0.98395484265371,0.92464373411412,6.73921603738093,0.118537603454301,6.97154974015136,6.5068823346105,6.43122906873809,0.627121155930532,0.336
"372","166_2015","2015",166,"1 g396",88.8461538461538,7.4,-145.412581725938,59.963149879373,0.848155387832017,0.0274372835062628,0.901932463504292,0.794378312159742,5.0013106351509,0.11402737664416,5.22480429337346,4.77781697692835,4.2418885614248,0.621432994095635,0.973764957838709,0.00881415469820344,0.991040701047187,0.95648921463023,7.40358672683631,0.115439992958821,7.6298491130356,7.17732434063702,7.20935331691298,0.702997504410336,0.437
"373","166_2017","2017",166,"1 g396",114.125,7.0375,-145.412581725938,59.963149879373,0.551803616408163,0.0547607230101934,0.659134633508142,0.444472599308184,3.9536214795394,0.119191296014609,4.18723641972803,3.72000653935076,2.18162263031883,0.319605822622189,0.996464842890734,0.00133577117209184,0.999082954388034,0.993846731393434,8.02167829464418,0.120670165410847,8.25819181884944,7.78516477043893,7.99332040159263,0.779443598788413,0.249
"374","167_1990","1990",167,"1 g397",225.7,5.595,-143.610336592449,59.7617251702488,0.0688775067941119,0.0169556783559344,0.102110636371743,0.0356443772164806,2.92014414611764,0.163189405567375,3.2399953810297,2.60029291120559,0.201132248264004,0.0294656998735261,0.865812293862994,0.0378979654102198,0.940092306067025,0.791532281658963,7.39075840386566,0.153918759664841,7.69243917280875,7.08907763492257,6.39900948703813,0.623979364353321,0.018
"375","167_1993","1993",167,"1 g397",204.571428571429,5.73571428571429,-143.610336592449,59.7617251702488,0.10145808973442,0.0215555121564776,0.143706893561116,0.0592092859077237,3.41360675526152,0.137864158712451,3.68382050633792,3.14339300418511,0.346338020493344,0.050738219528342,0.980773997255944,0.00631534979528159,0.993152082854696,0.968395911657192,7.43265379569248,0.128258135905241,7.68403974206675,7.18126784931821,7.28975357342088,0.710837483558868,0.036
"376","167_1996","1996",167,"1 g397",197.666666666667,5.60833333333333,-143.610336592449,59.7617251702488,0.0592486428515794,0.0133700253434794,0.0854538925247989,0.0330433931783598,3.35536873265629,0.140403911842988,3.63056039986855,3.08017706544403,0.198801043676509,0.029124180423951,0.991709762584449,0.00284238602109734,0.997280839185799,0.986138685983098,7.38512332508916,0.127432186238799,7.6348904101172,7.13535624006111,7.32389889938104,0.714167058054955,0.021
"377","167_1999","1999",167,"1 g397",380.736842105263,5.11578947368421,-143.610336592449,59.7617251702488,0.00785237633910972,0.00369526010819687,0.0150950861511756,0.000609666527043846,2.97099696032258,0.337556369796536,3.63260744512379,2.30938647552137,0.0233293862348039,0.00341773484342505,0.988012833236682,0.00465558048675386,0.99713777099072,0.978887895482644,6.52482573139956,0.155479395754722,6.82956534707882,6.22008611572031,6.44661155725569,0.62862113111057,0.002
"378","167_2003","2003",167,"1 g397",283.142857142857,5.55714285714286,-143.610336592449,59.7617251702488,0.0335009405452279,0.00870296574524761,0.0505587534059132,0.0164431276845426,3.45952511905078,0.175395025987432,3.80329936998615,3.11575086811541,0.115897345328043,0.016978860541011,0.985800217033829,0.00501931961821644,0.995638083485533,0.975962350582125,7.35865401435931,0.133872185968583,7.62104349885773,7.09626452986089,7.25416272443227,0.707366953412961,0.012
"379","167_2005","2005",167,"1 g397",227.8,5.82,-143.610336592449,59.7617251702488,0.0558803032691764,0.0128514927936806,0.0810692291447903,0.0306913773935625,3.45404542430925,0.141511571549172,3.73140810454562,3.17668274407287,0.193013105815912,0.0282762525488391,0.996828824485826,0.00114719564492548,0.999077327949879,0.994580321021772,7.32042515333226,0.127412521702463,7.57015369586909,7.07069661079544,7.29721080033267,0.711564651680385,0.02
"380","167_2007","2007",167,"1 g397",421.727272727273,4.6,-143.610336592449,59.7617251702488,0.00638138321659983,0.00495243429853336,0.0160881544417252,-0.00332538800852556,3.10925953202209,0.606439671370276,4.29788128790783,1.92063777613635,0.0198413765936988,0.00290674445711034,0.95952001889134,0.0149614139458354,0.988844390225177,0.930195647557503,6.12856922402924,0.165462531217911,6.45287578521634,5.80426266284213,5.88048485761742,0.573417059464907,0.002
"381","167_2009","2009",167,"1 g397",234.666666666667,5.30666666666667,-143.610336592449,59.7617251702488,0.0773685725377497,0.017459876489757,0.111589930457674,0.043147214617826,3.58357753418411,0.143377462138267,3.86459735997512,3.30255770839311,0.277256278398174,0.040617804244937,0.995672022211029,0.00155721333301594,0.99872416034374,0.992619884078318,7.09739213020092,0.128657754113187,7.34956132826276,6.84522293213907,7.06667477470179,0.689084653326721,0.028
"382","167_2011","2011",167,"1 g397",277.875,5.2125,-143.610336592449,59.7617251702488,0.0737585903424372,0.0181681271933746,0.109368119641451,0.0381490610434229,3.42777356407449,0.169012355416069,3.75903778068999,3.096509347459,0.252827746099206,0.0370390454567028,0.994221734517816,0.00217483472469585,0.99848441057822,0.989959058457412,7.04249005573595,0.135232807607223,7.30754635864611,6.7774337528258,7.00179667853827,0.682758269018873,0.025
"383","167_2013","2013",167,"1 g397",282.444444444444,5.08888888888889,-143.610336592449,59.7617251702488,0.0573215737947292,0.0148094358255016,0.0863480680127123,0.0282950795767461,3.28318908923754,0.176047973858336,3.62824311799988,2.9381350604752,0.18819756566078,0.0275707800939507,0.988567867960896,0.0042032772045371,0.996806291281789,0.980329444640003,6.62393142191945,0.138551309598641,6.89549198873278,6.35237085510611,6.54820576328609,0.638527771853835,0.018
"384","167_2015","2015",167,"1 g397",305.533333333333,5.08,-143.610336592449,59.7617251702488,0.0723276474554198,0.0196681173736115,0.110877157507698,0.0337781374031412,3.73845848837344,0.200398359536954,4.13123927306587,3.34567770368101,0.270393907573796,0.0396124728727815,0.987951216371998,0.00438633690623851,0.996548436708225,0.97935399603577,7.1208787594052,0.140298851143126,7.39586450764573,6.84589301116467,7.03508083199189,0.686003868975726,0.027
"385","167_2017","2017",167,"1 g397",358.5,4.725,-143.610336592449,59.7617251702488,0.0173280074854696,0.0069934262370164,0.0310351229100218,0.00362089206091746,3.22512336606139,0.297704965172731,3.80862509779994,2.64162163432284,0.0558849618286748,0.00818709842354949,0.993682111938764,0.00255941067834866,0.998698556868327,0.9886656670092,6.55549207089395,0.154715813899659,6.85873506613728,6.25224907565062,6.51407520580372,0.635199637459595,0.005
"386","168_1990","1990",168,"1 g398",226.684210526316,5.84210526315789,-141.911354050527,59.644197819048,0.0857739801404856,0.0190582991710269,0.123128246515698,0.0484197137652728,2.93427946279571,0.166164875929748,3.25996261961802,2.6085963059734,0.251684828368474,0.0368716090007164,0.757323671834728,0.0510383650970482,0.857358867424942,0.657288476244513,7.4072039384827,0.14535005514046,7.692090046558,7.1223178304074,5.60965088472038,0.547007533022432,0.02
"387","168_1993","1993",168,"1 g398",222.736842105263,5.46842105263158,-141.911354050527,59.644197819048,0.102879851107688,0.0201669990606119,0.142407169266488,0.0633525329488889,3.33830966718599,0.141369724830382,3.61539432785354,3.06122500651845,0.343444801511451,0.0503143654575768,0.953844057351149,0.0129100749569049,0.979147804266682,0.928540310435615,7.19261012283366,0.115843661087593,7.41966369856535,6.96555654710198,6.8606284225086,0.668992688761072,0.034
"388","168_1996","1996",168,"1 g398",164.6875,6.33125,-141.911354050527,59.644197819048,0.146448163787007,0.0268106066974075,0.198996952913926,0.0938993746600887,3.47570394834046,0.136908849706208,3.74404529376463,3.20736260291629,0.509010461101712,0.0745695909470544,0.97993938784225,0.00593640486534316,0.991574741378323,0.968304034306177,7.93211647626602,0.114457004197488,8.15645220449309,7.70778074803894,7.77299336404554,0.757959097926685,0.057
"389","168_1999","1999",168,"1 g398",158,6.22222222222222,-141.911354050527,59.644197819048,0.218596014627633,0.0369118683314786,0.290943276557331,0.146248752697934,3.49145133864467,0.138133847981688,3.76219368068877,3.22070899660056,0.763217347894037,0.111810679318792,0.989149693550144,0.00335279258136668,0.995721167009623,0.982578220090665,8.09297086812228,0.115037552977389,8.31844447195796,7.86749726428659,8.00515965411339,0.780598066409893,0.087
"390","168_2003","2003",168,"1 g398",219,5.75,-141.911354050527,59.644197819048,0.070614499019306,0.014526159566339,0.0990857717693304,0.0421432262692816,3.51846906244863,0.141523778045843,3.79585566741848,3.24108245747878,0.248454930159737,0.0363984317153129,0.986546536338004,0.00407758115220325,0.994538595396322,0.978554477279686,7.51757470696038,0.11444516878429,7.74188723777759,7.29326217614317,7.41643728881395,0.723190649211303,0.026
"391","168_2005","2005",168,"1 g398",254,5.79090909090909,-141.911354050527,59.644197819048,0.0576103481312035,0.0123751304311237,0.081865603776206,0.0333550924862009,3.37422442901554,0.156320918215504,3.68061342871793,3.06783542931315,0.194390244028397,0.0284780021021986,0.990712310048442,0.00296452026961347,0.996522769776884,0.984901850319999,7.23054481242259,0.115627092061151,7.45717391286245,7.00391571198274,7.16338975402396,0.69851551156238,0.02
"392","168_2007","2007",168,"1 g398",192.375,5.6375,-141.911354050527,59.644197819048,0.153034296466759,0.0280760178462498,0.208063291445409,0.0980053014881092,3.59164282507761,0.135319600286231,3.85686924163862,3.3264164085166,0.549644532895634,0.0805224472117915,0.989732762693816,0.00317576152963549,0.995957255291901,0.98350827009573,7.71798396744317,0.114317443666812,7.94204615703012,7.49392177785622,7.63874159452411,0.74486795718389,0.06
"393","168_2009","2009",168,"1 g398",199.444444444444,5.61111111111111,-141.911354050527,59.644197819048,0.124555872802193,0.0234820476431479,0.170580686182763,0.0785310594216232,3.74026711761138,0.136151158948001,4.00712338914946,3.4734108460733,0.465872235347429,0.0682498782996638,0.994320288385336,0.00182197579376578,0.997891360941117,0.990749215829555,7.65294876308594,0.113260491941078,7.87493932729045,7.43095819888143,7.60948222110981,0.742014821044397,0.051
"394","168_2011","2011",168,"1 g398",187.142857142857,5.86428571428571,-141.911354050527,59.644197819048,0.19865706257745,0.0341665384849231,0.265623478007899,0.131690647147001,3.59878899575311,0.134693852228948,3.86278894612185,3.33478904538438,0.714924850732365,0.104735870381932,0.995505962718365,0.00147760851427757,0.998402075406349,0.992609850030381,7.80371353353613,0.113289084088874,8.02576013835033,7.58166692872194,7.76864335398122,0.757534920322266,0.079
"395","168_2013","2013",168,"1 g398",180,5.58181818181818,-141.911354050527,59.644197819048,0.182260624956451,0.0327955073721188,0.246539819405804,0.117981430507099,3.42755531041085,0.135490251028418,3.69311620242655,3.16199441839515,0.624708372948286,0.0915192346560535,0.991198272961111,0.00279916595277997,0.996684638228559,0.985711907693662,7.51141270863653,0.115886790027585,7.7385508170906,7.28427460018247,7.44529930429867,0.726005038237072,0.066
"396","168_2015","2015",168,"1 g398",256.363636363636,5.80909090909091,-141.911354050527,59.644197819048,0.171212842310878,0.0322490309996508,0.234420943070194,0.108004741551563,3.62247780118031,0.156270119105478,3.92876723462705,3.31618836773358,0.620214720548142,0.0908609184780094,0.980222426917142,0.00614111956307676,0.992259021260772,0.968185832573511,6.91461787732315,0.116038813074511,7.14205395094919,6.68718180369711,6.77786351691436,0.660922128264471,0.06
"397","168_2017","2017",168,"1 g398",113.454545454545,6.94545454545455,-141.911354050527,59.644197819048,0.741639407423746,0.0444200197289439,0.828702646092476,0.654576168755016,4.4391055153895,0.137134023080875,4.70788820062802,4.17032283015099,3.29221558392496,0.482306726803686,0.959905232344859,0.0119601714717665,0.983347168429522,0.936463296260197,7.3687914612078,0.121009282053846,7.60596965403334,7.13161326838226,7.07334147967149,0.689734736177473,0.333
"398","169_1990","1990",169,"1 g399",187.466666666667,5.96,-140.17297876108,59.4455395673822,0.114899886677505,0.0251174932271405,0.164130173402701,0.06566959995231,2.68971452706622,0.164892122342842,3.01290308685819,2.36652596727425,0.309047894354749,0.0452752484009893,0.949993415333847,0.0159475497210401,0.981250612787086,0.918736217880609,8.70514745754988,0.149991590207878,8.99913097435732,8.41116394074244,8.26983276418257,0.806406835613456,0.037
"399","169_1993","1993",169,"1 g399",205.181818181818,5.2,-140.17297876108,59.4455395673822,0.103751659077246,0.021923750193932,0.146722209457353,0.0607811086971393,3.03724807758846,0.148524391384408,3.3283558847019,2.74614027047502,0.315119527078979,0.0461647373274971,0.991092802425335,0.00323812426253844,0.99743952597991,0.98474607887076,8.10875837763087,0.128472876917397,8.36056521638897,7.85695153887277,8.03653206467609,0.783657248747534,0.036
"400","169_1996","1996",169,"1 g399",155.111111111111,6.28888888888889,-140.17297876108,59.4455395673822,0.167526239221751,0.030015262052755,0.226356152845151,0.108696325598351,3.17455122173754,0.137521612700071,3.44409358262968,2.9050088608454,0.531820627394505,0.0779112605194366,0.99422262803703,0.00197637333464941,0.998096319772943,0.990348936301117,8.65319845604685,0.120108755742231,8.88861161730162,8.41778529479208,8.60320570989687,0.838914654078293,0.065
"401","169_1999","1999",169,"1 g399",144.117647058824,6.17058823529412,-140.17297876108,59.4455395673822,0.280365062464681,0.0431397506105264,0.364918973661312,0.195811151268049,3.26972045732744,0.133093161168713,3.53058305321812,3.00885786143676,0.916715380260652,0.134298007889568,0.996274110884872,0.00128747306073177,0.998797558083906,0.993750663685838,8.77145275837653,0.118411857626319,9.00353999932411,8.53936551742894,8.73877129802023,0.852133907726338,0.114
"402","169_2003","2003",169,"1 g399",148,6.41428571428571,-140.17297876108,59.4455395673822,0.236440550372625,0.0390544784311618,0.312987328097702,0.159893772647548,3.4758035188513,0.134277454261706,3.73898732920425,3.21261970849836,0.821820896984307,0.120396048417589,0.995437118970362,0.00156813217129764,0.998510658026105,0.992363579914618,9.13430369919886,0.119736072458446,9.36898640121741,8.89962099718031,9.09262495813083,0.886638838896881,0.107
"403","169_2005","2005",169,"1 g399",155,6.24,-140.17297876108,59.4455395673822,0.192344691570346,0.0335037622866729,0.258012065652225,0.126677317488468,3.36938947343293,0.136331371377975,3.63659896133376,3.1021799855321,0.648084179047829,0.0949437699693902,0.998459346576761,0.000554986187976007,0.999547119505194,0.997371573648328,9.09719699447041,0.119278506293077,9.33098286680485,8.86341112213598,9.08318136677901,0.885717976669554,0.084
"404","169_2007","2007",169,"1 g399",135.5,5.725,-140.17297876108,59.4455395673822,0.435004377155171,0.0537190982898104,0.5402938098032,0.329714944507143,3.61243051370874,0.131797301617599,3.87075322487924,3.35410780253825,1.57142308563221,0.230212118718983,0.993432830597755,0.00218743563964965,0.997720204451469,0.989145456744042,8.86947804715205,0.120056951782816,9.10478967264637,8.63416642165773,8.81123068230691,0.85919955759609,0.198
"405","169_2009","2009",169,"1 g399",188.777777777778,5.5,-140.17297876108,59.4455395673822,0.127583626187181,0.0249199478755525,0.176426724023264,0.0787405283510978,3.38144166954568,0.139328676186364,3.65452587487095,3.10835746422041,0.431416589941072,0.0632021561404618,0.998725870732382,0.000478188873401706,0.999663120924249,0.997788620540515,8.49793179517527,0.121960580025337,8.73697453202493,8.25888905832561,8.48710433156082,0.82759339187335,0.052
"406","169_2011","2011",169,"1 g399",160.8,6.1,-140.17297876108,59.4455395673822,0.299301271912895,0.0465761368375733,0.390590500114539,0.208012043711251,3.32750189634623,0.136395455100911,3.59483698834402,3.06016680434845,0.995925549868999,0.145902229016491,0.998617903942084,0.000513635944952485,0.999624630394191,0.997611177489977,8.81727017139855,0.121662545720178,9.0557287610101,8.578811581787,8.80508385705308,0.858600169187236,0.125
"407","169_2013","2013",169,"1 g399",153,5.84,-140.17297876108,59.4455395673822,0.297776071482756,0.0472169819850874,0.390321356173528,0.205230786791985,3.21055384586214,0.136628994542246,3.47834667516494,2.94276101655933,0.956026111504681,0.140056995911842,0.996817807595647,0.00114647133590231,0.999064891414015,0.994570723777278,8.45280113027606,0.124099738031823,8.69603661681843,8.20956564373369,8.42590269072378,0.821625505589664,0.115
"408","169_2015","2015",169,"1 g399",168.7,6.8,-140.17297876108,59.4455395673822,0.384442577421789,0.0520204734661917,0.486402705415524,0.282482449428053,3.58041539221388,0.134518653481333,3.8440719530373,3.31675883139047,1.37646412162335,0.201650799633054,0.997441066049933,0.000925915229322455,0.999255859899405,0.995626272200461,8.56748545799453,0.120982732382145,8.80461161346354,8.33035930252553,8.54556182858937,0.833293691569959,0.168
"409","169_2017","2017",169,"1 g399",167.75,6.025,-140.17297876108,59.4455395673822,0.24166017240075,0.0416034340780812,0.323202903193789,0.160117441607711,3.19317996053752,0.138994672350911,3.46560951834531,2.92075040272973,0.771664419770116,0.113048168020176,0.998583184577144,0.000544484937262172,0.999650375054177,0.99751599410011,8.40895279158655,0.12448799861642,8.65294926887473,8.16495631429837,8.39703885758136,0.818810939320698,0.093
"410","170_1993","1993",170,"1 g400",119.5,6.1,-138.80916707064,59.1270375334583,0.592337716513821,0.0522028445992801,0.69465529192841,0.490020141099232,4.04861231064841,0.123174668136134,4.29003466019523,3.80718996110159,2.39814577113922,0.351326274902484,0.936747005542326,0.0173677450407212,0.97078778582214,0.902706225262513,8.497358773703,0.129482611815762,8.75114469286189,8.2435728545441,7.95987538628509,0.776182312891799,0.273
"411","170_1996","1996",170,"1 g400",94.6,6.7,-138.80916707064,59.1270375334583,0.685545943153293,0.0457849835999241,0.775284511009144,0.595807375297441,4.68696739235166,0.122725254771556,4.92750889170391,4.44642589299941,3.21313148151845,0.47072097441246,0.88961808013951,0.0281192909620402,0.944731890425109,0.834504269853912,7.49176814125488,0.129100804827069,7.74480571871594,7.23873056379383,6.66481239067352,0.64989830183726,0.306
"412","170_1999","1999",170,"1 g400",74.25,7.4,-138.80916707064,59.1270375334583,0.866168216267386,0.025225971855805,0.915611121104764,0.816725311430009,5.3173197039327,0.120118455230891,5.55275187618525,5.08188753168016,4.60569332327882,0.674730076079621,0.821619650120822,0.0428815151945125,0.905667419902066,0.737571880339577,6.62470548318582,0.128555920076881,6.87667508653651,6.37273587983514,5.44298820124863,0.530755943537407,0.358
"413","170_2003","2003",170,"1 g400",62,7.5,-138.80916707064,59.1270375334583,0.883948336521951,0.0235639945283729,0.930133765797562,0.83776290724634,5.84017181023142,0.121181987189769,6.07768850512336,5.60265511533947,5.16241015665645,0.75628860917628,0.602965264329175,0.0694770119717957,0.739140207793894,0.466790320864455,6.43232380433189,0.131133903700973,6.68934625558579,6.17530135307798,3.87846782292982,0.378196639920396,0.286
"414","170_2005","2005",170,"1 g400",74,6.4,-138.80916707064,59.1270375334583,0.820434278090621,0.0334019502322869,0.885902100545904,0.754966455635339,5.44414096940852,0.122552279473896,5.68434343717736,5.20393850163968,4.46655986606025,0.6543471453057,0.895409057663876,0.0285367765598197,0.951341139721122,0.839476975606629,7.11537040030311,0.130907039498608,7.37194819772038,6.85879260288584,6.37116710506484,0.621264401695277,0.407
"415","170_2007","2007",170,"1 g400",92.6666666666667,6.6,-138.80916707064,59.1270375334583,0.830827095639416,0.0308214377783023,0.891237113684888,0.770417077593944,4.95573886073285,0.120779141835247,5.19246597872993,4.71901174273576,4.11736212441006,0.603189979108899,0.91960327533526,0.0214697213634225,0.961683929207568,0.877522621462952,7.62051036733278,0.129763055569748,7.87484595624949,7.36617477841607,7.00784629352553,0.683348178273107,0.412
"416","170_2009","2009",170,"1 g400",57.6666666666667,6.06666666666667,-138.80916707064,59.1270375334583,0.907291904374254,0.0209699326302954,0.948392972329633,0.866190836418875,5.94476496520244,0.120702990187844,6.18134282597061,5.70818710443426,5.39363712633586,0.790163159627759,0.704666734479687,0.0614560020720721,0.825120498540948,0.584212970418425,6.21151433265518,0.133249431633903,6.47268321865763,5.95034544665273,4.37704752096589,0.426814077305071,0.337
"417","170_2011","2011",170,"1 g400",89.5,6.65,-138.80916707064,59.1270375334583,0.870230609180673,0.0250843699328311,0.919395974249022,0.821065244112324,5.04410882488981,0.120719467325942,5.28071898084865,4.80749866893096,4.38953789545746,0.643063493434666,0.956065071442013,0.0128752102722342,0.981300483575592,0.930829659308434,7.4887608894615,0.130060732739614,7.74367992563115,7.23384185329186,7.15974271479516,0.698159881956835,0.449
"418","170_2013","2013",170,"1 g400",114,6.1,-138.80916707064,59.1270375334583,0.668749409312912,0.0501463972162625,0.767036347856787,0.570462470769038,4.16115290936521,0.122562593003893,4.40137559165284,3.92093022707758,2.78276855019869,0.407673178345894,0.978903183481928,0.00639400846657103,0.991435440076407,0.966370926887448,7.92478452591019,0.132618205562586,8.18471620881286,7.66485284300752,7.7575968008218,0.756457750295769,0.308
"419","170_2015","2015",170,"1 g400",55.6,8.68,-138.80916707064,59.1270375334583,0.96914891664826,0.00748714353462739,0.98382371797613,0.954474115320391,6.21402976891868,0.121823326292206,6.45280348845141,5.97525604938596,6.02232021856758,0.882264687210472,0.521548650896946,0.0737108792069668,0.666021974142601,0.377075327651291,5.67315574268467,0.14088464168839,5.94928964039391,5.39702184497542,2.95882672392545,0.288520719052908,0.255
"420","42_1996","1996",42,"1 g583",131,4.6,-169.825374901377,52.5113992594753,0.483342604610496,0.0782623118307035,0.636736735798675,0.329948473422317,4.82804326545376,0.179083481663616,5.17904688951445,4.47703964139307,2.33359900709659,0.341870229969345,0.74836006361014,0.0837513351468338,0.912512680497934,0.584207446722346,6.40297368029522,0.18498395525001,6.76554223258524,6.04040512800521,4.79172979067979,0.467250519787115,0.16
"421","42_1999","1999",42,"1 g583",226,4.5,-169.825374901377,52.5113992594753,0.142553812582477,0.0390632192715087,0.219117722354634,0.0659899028103202,4.24631239878149,0.188768913141943,4.6162994685397,3.87632532902328,0.605328021862546,0.0886800300358853,0.935714819784054,0.0281294355821352,0.990848513525039,0.880581126043069,5.42120462920497,0.184575517063268,5.78297264264897,5.05943661576096,5.07270151262901,0.494648597070523,0.044
"422","42_2001","2001",42,"1 g583",75,4.6,-169.825374901377,52.5113992594753,0.817845285262134,0.0499647457216443,0.915776186876557,0.719914383647711,6.09607832691962,0.182732760817952,6.4542345381228,5.73792211571643,4.98564891825989,0.730393241104674,0.100269502836315,0.0416770482113329,0.181956517330527,0.0185824883421023,4.67666549498497,0.194164161556827,5.05722725163635,4.29610373833359,0.468926924113891,0.0457259400270366,0.033
"423","42_2003","2003",42,"1 g583",144,5.1,-169.825374901377,52.5113992594753,0.407628823973087,0.0764159132639503,0.55740401397043,0.257853633975745,4.81921865647898,0.179031335512611,5.1701200740837,4.46831723887427,1.96445243340969,0.28779057718626,0.879153920236305,0.0474792109936359,0.972213173783832,0.786094666688779,7.01179676808663,0.184338128081662,7.37309949912669,6.65049403704657,6.16444861656362,0.601106895863109,0.173
"424","42_2005","2005",42,"1 g583",155,4.85,-169.825374901377,52.5113992594753,0.32238118815584,0.0690339054144809,0.457687642768222,0.187074733543457,4.6816199363979,0.180847653926688,5.03608133809421,4.32715853470159,1.50926619759002,0.221106188546516,0.960927092034783,0.0171456390253933,0.994532544524554,0.927321639545012,6.94011940938387,0.183957391023052,7.30067589578905,6.57956292297868,6.6689487624334,0.650301647171673,0.144
"425","42_2007","2007",42,"1 g583",185.666666666667,3.76666666666667,-169.825374901377,52.5113992594753,0.312883424166304,0.0685387357536848,0.447219346243526,0.178547502089081,4.67177709748753,0.185811697582749,5.03596802474971,4.30758617022534,1.46172161520361,0.21414094847536,0.941696864946834,0.0249029638514283,0.990506674095634,0.892887055798035,6.06871374249246,0.184282809245679,6.42990804861399,5.70751943637093,5.71488870556492,0.557269469450174,0.119
"426","42_2009","2009",42,"1 g583",221,4.1,-169.825374901377,52.5113992594753,0.197714448568297,0.0505756200147418,0.296842663797191,0.0985862333394032,4.70492022117277,0.186810176094135,5.07106816631727,4.33877227602826,0.930230707087004,0.136277991544079,0.957564039674729,0.0189430344988193,0.994692387292414,0.920435692057043,5.58707812753948,0.183881967362927,5.94748678357081,5.22666947150814,5.34998510178502,0.521687037638183,0.071
