"","UniqueID","YEAR","id","EEZ_grid","GEAR_DEPTH","GEAR_TEMPERATURE","START_LONGITUDE","START_LATITUDE","PHpa.fit","PHpa.se","PHpa.low","PHpa.hi","PHcpueFit","PHcpueSE","PHcpueLow","PHcpueHi","PHpredBio","PHstdBio","ATFpa.fit","ATFpa.se","ATFpa.low","ATFpa.hi","ATFcpueFit","ATFcpueSE","ATFcpueLow","ATFcpueHi","ATFpredBio","ATFstdBio","SpatOver"
"178","134_2009","2009",134,"1 g452",195.529411764706,4.97941176470588,-149.153738995786,58.3579844999451,0.271007831828711,0.0345917889967406,0.338807738262323,0.203207925395099,4.34211531026838,0.112421531738833,4.5624615124765,4.12176910806027,1.17674725578609,0.172392452057096,0.98877459146409,0.00314343084084807,0.994935715912153,0.982613467016028,7.63019410604958,0.0969107059275811,7.82013908966764,7.44024912243153,7.54454206000089,0.735682384667825,0.127
"179","134_2011","2011",134,"1 g452",178.347826086957,5.32608695652174,-149.153738995786,58.3579844999451,0.416949408875297,0.0431513067280764,0.501525970062326,0.332372847688267,4.19173720764834,0.106644284245417,4.40076000476936,3.98271441052733,1.74774235088956,0.256042738109139,0.990592072922301,0.00270164879870801,0.995887304567769,0.985296841276833,7.89241924679749,0.0975104765364803,8.08353978080899,7.70129871278599,7.81816794205699,0.762364155385907,0.195
"180","134_2013","2013",134,"1 g452",151.346153846154,5.30384615384615,-149.153738995786,58.3579844999451,0.55003762231718,0.0438968069859372,0.636075364009617,0.463999880624743,4.17793239621497,0.0973890267023738,4.36881488855162,3.98704990387831,2.298020001416,0.336657936504567,0.971698008998548,0.00743557145981577,0.986271729059787,0.957124288937309,7.75232720921466,0.0990408925731351,7.94644735865801,7.55820705977132,7.53292091429916,0.734549185049555,0.247
"181","134_2015","2015",134,"1 g452",150.411764705882,6.02352941176471,-149.153738995786,58.3579844999451,0.726813542939312,0.0338777297085683,0.793213893168106,0.660413192710518,4.61584544042937,0.0935804433830441,4.79926310946013,4.4324277713986,3.35485897821874,0.491483929719932,0.968730859964874,0.00780645007040435,0.984031502102867,0.953430217826882,8.0955308201559,0.0939130499611191,8.27960039807969,7.91146124223211,7.84239053328177,0.764726145488601,0.376
"182","134_2017","2017",134,"1 g452",156.590909090909,5.84090909090909,-149.153738995786,58.3579844999451,0.553888730566239,0.044528907348532,0.641165388969362,0.466612072163116,4.22226786105074,0.102045951339807,4.42227792567677,4.02225779642472,2.33866658566803,0.342612625833561,0.984670934219501,0.00444372399269383,0.993380633245181,0.975961235193821,7.81011589901972,0.0999351513032766,8.00598879557414,7.61424300246529,7.69039411865032,0.749904691265439,0.257
"186","141_1993","1993",141,"1 g459",300.5,4.35,-137.501300131441,57.4592252310737,0.18641445788623,0.0446153155949095,0.273860476452252,0.0989684393202071,4.9626940650647,0.211084174928518,5.3764190479246,4.5489690822048,0.925117923794246,0.135528973227409,0.434304289226258,0.0833789284101902,0.59772698891023,0.270881589542285,6.36873290701035,0.155202005228674,6.67292883725856,6.06453697676215,2.76596801845101,0.269714706544924,0.037
"188","141_1999","1999",141,"1 g459",335,4.6,-137.501300131441,57.4592252310737,0.0763733900920605,0.0233440867454643,0.122127800113171,0.0306189800709505,4.78991917545541,0.257329231704344,5.29428446959592,4.28555388131489,0.365822365696497,0.0535926591964885,0.795514406121044,0.0591937289210252,0.911534114806253,0.679494697435834,6.27904437063915,0.152486212119654,6.57791734639367,5.98017139488462,4.99507025351668,0.487078628028755,0.026
"189","142_1990","1990",142,"1 g460",194.222222222222,6.25555555555556,-136.097744944644,57.1967416309579,0.183799434690756,0.0370408839102108,0.25639956715477,0.111199302226743,3.71641038679107,0.155021576787796,4.02025267729515,3.41256809628699,0.683074128171055,0.100069767159565,0.68774266977712,0.0614253807463572,0.80813641603998,0.56734892351426,8.23205957752374,0.154169300866362,8.53423140722181,7.92988774782567,5.66153863161048,0.552067204114934,0.055
"190","142_1993","1993",142,"1 g460",180.333333333333,5.58333333333333,-136.097744944644,57.1967416309579,0.242524061990615,0.04079902534562,0.32249015166803,0.162557972313199,4.08646863021475,0.125521093714317,4.33248997389481,3.84044728653469,0.991066971396905,0.145190451485506,0.932966474534252,0.0184439141533785,0.969116546274874,0.89681640279363,8.27253542280397,0.127722670249694,8.52287185649337,8.02219898911457,7.71799820887313,0.752596417649916,0.109
"191","142_1996","1996",142,"1 g460",165.571428571429,6.17142857142857,-136.097744944644,57.1967416309579,0.208434938612666,0.0364450552370529,0.27986724687729,0.137002630348042,4.10099103032876,0.122478663878999,4.3410492115316,3.86093284912592,0.85478981365767,0.125225966107255,0.962301428466129,0.0108106786930185,0.983490358704445,0.941112498227813,8.26353031781982,0.12616607786678,8.51081583043871,8.01624480520093,7.95200702901118,0.775415054680941,0.097
"192","142_1999","1999",142,"1 g460",151.333333333333,6.15,-136.097744944644,57.1967416309579,0.35609284861084,0.0508738477902099,0.455805590279652,0.256380106942029,4.19055830750386,0.120040521995505,4.42583773061505,3.95527888439267,1.49222784498887,0.218610084672482,0.975411112708656,0.00729566700288886,0.989710620034318,0.961111605382993,8.460436195651,0.12728911872783,8.70992286835755,8.21094952294446,8.25240348360053,0.804707273917112,0.176
"193","142_2003","2003",142,"1 g460",105.5,6.99,-136.097744944644,57.1967416309579,0.758551774756382,0.0414505679868759,0.839794888010659,0.677308661502105,5.38263504978177,0.114624305076614,5.60729868773193,5.15797141183161,4.08300736987787,0.598157037375232,0.794886272648632,0.0456175011835854,0.884296574968459,0.705475970328804,8.08418561638746,0.126452930646636,8.33203336045487,7.83633787232006,6.42600817200991,0.626612056541259,0.375
"194","142_2005","2005",142,"1 g460",144.615384615385,6.59230769230769,-136.097744944644,57.1967416309579,0.398215827807115,0.0522219094003162,0.500570770231735,0.295860885382495,4.52757621116492,0.115557234692193,4.75406839116162,4.30108403116822,1.80295250888884,0.264130978357125,0.982617663363587,0.0051062431552208,0.99262589994782,0.972609426779354,8.76314264861046,0.124532287518858,9.00722593214742,8.5190593650735,8.6108187530994,0.839657016137286,0.222
"195","142_2007","2007",142,"1 g460",142.428571428571,7.04285714285714,-136.097744944644,57.1967416309579,0.588232447668563,0.0584110045994311,0.702718016683448,0.473746878653678,4.62693614156447,0.120355937847728,4.86283377974602,4.39103850338292,2.72171397175861,0.398728735573799,0.955698790300405,0.0128258065076321,0.980837371055365,0.930560209545446,8.43969217718977,0.133835328750268,8.7020094215403,8.17737493283925,8.06580360424806,0.786511571231781,0.314
"196","142_2009","2009",142,"1 g460",162.818181818182,5.83636363636364,-136.097744944644,57.1967416309579,0.334102012546538,0.0490300261778195,0.430200863855065,0.238003161238012,4.47321596082057,0.118599173526064,4.70567034093166,4.24076158070949,1.49451045506545,0.218944485068368,0.986630870679348,0.00406241077686206,0.994593195801998,0.978668545556699,8.58662339117782,0.124580792268753,8.83080174402458,8.34244503833107,8.47182771263343,0.826103740234751,0.181
"197","142_2011","2011",142,"1 g460",201.166666666667,5.86666666666667,-136.097744944644,57.1967416309579,0.247308653606952,0.0424338768412513,0.330479052215805,0.1641382549981,4.22680605698534,0.126579558994428,4.47490199261442,3.97871012135626,1.04532571501076,0.153139310351449,0.99076339742936,0.00300090440393047,0.996645170061064,0.984881624797656,7.85172222940399,0.128839852963427,8.10424834121231,7.59919611759567,7.77919899167593,0.758564220265082,0.116
"198","142_2013","2013",142,"1 g460",172.625,5.95,-136.097744944644,57.1967416309579,0.311658636510005,0.0492204135830659,0.408130647132814,0.215186625887195,4.1061645108833,0.121083094430389,4.34348737596686,3.86884164579973,1.27972163274766,0.187478108944053,0.981518418794934,0.00568348327637553,0.99265804601663,0.970378791573238,7.93186730316454,0.128779348470709,8.18427482616713,7.67945978016195,7.7852738534933,0.759156591384865,0.142
"199","142_2015","2015",142,"1 g460",174.083333333333,6.325,-136.097744944644,57.1967416309579,0.47305724865015,0.0544180495779335,0.5797166258229,0.366397871477401,4.52702724344907,0.118689739178401,4.75965913223873,4.2943953546594,2.14154305235029,0.313734199221805,0.980725647872739,0.00582207756362241,0.992136919897439,0.969314375848039,8.24584857609014,0.125016598515319,8.49088110918017,8.00081604300012,8.08691518704651,0.788570201093441,0.247
"200","142_2017","2017",142,"1 g460",156.428571428571,6.6,-136.097744944644,57.1967416309579,0.475227797323582,0.056964624180248,0.586878460716868,0.363577133930296,4.3244733075097,0.119784677573478,4.55925127555372,4.08969533946569,2.05510992451246,0.301071820980715,0.985050307612697,0.00477885800708898,0.994416869306591,0.975683745918803,8.14225529409816,0.128866345962535,8.39483333218473,7.88967725601159,8.0205310821125,0.782096963058118,0.235
"201","143_1996","1996",143,"1 g461",66,6.5,-134.253102594335,57.0578807963551,0.518646422873736,0.0946269550206646,0.704115254714239,0.333177591033234,4.8192971437783,0.174608205662911,5.16152922687761,4.477065060679,2.49951122438623,0.366176225861118,0.783372273118493,0.0770484171124408,0.934387170658877,0.632357375578109,7.56479301621878,0.212424945503667,7.98114590940597,7.1484401230316,5.92604910078621,0.577860113901268,0.212
"202","143_1999","1999",143,"1 g461",213,6.6,-134.253102594335,57.0578807963551,0.0232476725816456,0.00873928913161052,0.0403766792796022,0.00611866588368895,2.63632030020592,0.194012985309838,3.0165857514132,2.25605484899863,0.0612883111595327,0.00897868441271367,0.998809983884374,0.000634909223127677,1.0000544059617,0.997565561807044,8.92710399990702,0.217372286745559,9.35315368192832,8.50105431788573,8.91648060228126,0.869462673832574,0.008
"203","143_2003","2003",143,"1 g461",203,6.9,-134.253102594335,57.0578807963551,0.0236557080814559,0.00885660201446477,0.0410146480298069,0.00629676813310496,2.93088379202405,0.192399080045248,3.30798598891274,2.55378159513537,0.0693321314047915,0.0101570971000331,0.998511831180523,0.000782552856441753,1.00004563477915,0.996978027581897,9.45254950842111,0.216951181107576,9.87777382339196,9.02732519345026,9.43848251897812,0.920364055496642,0.009
"204","143_2011","2011",143,"1 g461",217,5.7,-134.253102594335,57.0578807963551,0.0354850956668575,0.0135770642974151,0.062096141689791,0.00887404964392396,2.78214938025021,0.194611539580125,3.16358799782726,2.40071076267316,0.098724836917667,0.0144631029573163,0.99931465537573,0.000374170135528898,1.00004802884137,0.998581281910093,9.06403348023314,0.221125407427424,9.4974392787909,8.63062768167539,9.05782149361326,0.883245088081079,0.013
"205","147_1999","1999",147,"1 g420",22,8.06666666666667,-153.745893494341,59.2679591152124,0.97734703279003,0.00834675428912737,0.993706671196719,0.96098739438334,6.01846624307085,0.120064614143065,6.25379288679126,5.78313959935044,5.88213012461225,0.861726960071325,0.576902575780367,0.0685616108481802,0.7112833330428,0.442521818517934,4.26341719101818,0.153809774575198,4.56488434918557,3.96195003285079,2.45957635912468,0.239837883699629,0.207
"206","147_2001","2001",147,"1 g420",29,12.3,-153.745893494341,59.2679591152124,0.696578595153877,0.129563273305921,0.950522610833483,0.442634579474271,5.18381298696998,0.231997734802963,5.63852854718379,4.72909742675618,3.61093316800397,0.528998576360107,0.403382561711873,0.0799799999689768,0.560143361651068,0.246621761772679,5.1444003268228,0.450475572110966,6.02733244816029,4.26146820548531,2.07516138230518,0.202352861467734,0.107
"207","147_2003","2003",147,"1 g420",20.3333333333333,10.9333333333333,-153.745893494341,59.2679591152124,0.932565017808878,0.0250892488867265,0.981739945626862,0.883390089990894,5.86827264068678,0.142038390769448,6.1466678865949,5.58987739477867,5.47254577966942,0.801723208882013,0.432159823343165,0.0678890724454018,0.565222405336153,0.299097241350177,4.82588905119091,0.276715044598205,5.36825053860339,4.28352756377843,2.08555535983638,0.203366397626128,0.163
"208","147_2007","2007",147,"1 g420",28.5,8.05,-153.745893494341,59.2679591152124,0.984401833748534,0.00545428189003396,0.995092226253,0.973711441244067,6.34591606609892,0.110889444144296,6.56325937662174,6.1285727555761,6.24693141228205,0.915170032222764,0.610978685565675,0.0645126572399382,0.737423493755954,0.484533877375396,4.69254373707846,0.148634295630668,4.98386695651457,4.40122051764235,2.86704420443964,0.279570834186585,0.256
"209","147_2009","2009",147,"1 g420",25,8.53333333333333,-153.745893494341,59.2679591152124,0.982804622458794,0.00609591786631687,0.994752621476775,0.970856623440813,6.46947568104357,0.111897351414531,6.68879448981605,6.25015687227109,6.35823060421438,0.931475267280542,0.694916543499086,0.0583324743826824,0.809248193289144,0.580584893709029,4.5600183722929,0.148816590340306,4.8516988893599,4.2683378552259,3.16883220556611,0.308998745724112,0.288
"210","147_2011","2011",147,"1 g420",13,9.9,-153.745893494341,59.2679591152124,0.984181147229268,0.00597553594442708,0.995893197680345,0.972469096778191,5.98757856133617,0.129340757160937,6.24108644537161,5.73407067730074,5.8928619376212,0.863299161366492,0.541790106606496,0.0728346122290795,0.684545946575492,0.3990342666375,3.96993588676301,0.190235923389378,4.34279829660619,3.59707347691983,2.15087198731029,0.209735543940949,0.181
"211","147_2013","2013",147,"1 g420",18.5,9.8,-153.745893494341,59.2679591152124,0.980625439947498,0.00699629109276706,0.994338170489321,0.966912709405674,5.93145326728682,0.119899243125525,6.16645578381285,5.69645075076079,5.81653396976116,0.852117180295172,0.465381493359228,0.0719296338918798,0.606363575787312,0.324399410931143,3.78633803363617,0.183858343213692,4.14670038633501,3.42597568093733,1.76209164845644,0.171824847105371,0.146
"212","147_2015","2015",147,"1 g420",23,11.4,-153.745893494341,59.2679591152124,0.969940652398743,0.0132815705914551,0.995972530757995,0.943908774039491,6.00336434037764,0.165194178602425,6.32714493043839,5.67958375031689,5.82290712489324,0.853050841992836,0.50735890866025,0.0712699860385048,0.647048081295719,0.36766973602478,4.71907515915401,0.332394310317112,5.37056800737555,4.06758231093247,2.39426482263407,0.233469233816097,0.199
"213","147_2017","2017",147,"1 g420",22.5,10.45,-153.745893494341,59.2679591152124,0.974489472331149,0.00912107869801839,0.992366786579265,0.956612158083033,5.93332911459657,0.124542899310923,6.17743319724597,5.68922503194716,5.78196675805025,0.847053113769145,0.648438622334281,0.070266382559193,0.786160732150299,0.510716512518263,4.20259765036366,0.22914344699961,4.65171880648289,3.75347649424442,2.7251266306271,0.265732186552526,0.225
"214","148_1990","1990",148,"1 g421",81.1428571428571,9.18571428571429,-152.57538147074,59.3033864160208,0.928000836860731,0.0217852312424158,0.970699890095866,0.885301783625596,5.26544095979474,0.135530141221011,5.53108003658792,4.99980188300155,4.88633361713028,0.715843635652581,0.303595452624943,0.057116135339997,0.415543077891337,0.191647827358548,7.19940795304011,0.173319112137919,7.53911341283043,6.85970249324978,2.18570751613482,0.2131324214072,0.153
"215","148_1993","1993",148,"1 g421",95.4545454545455,7.92272727272727,-152.57538147074,59.3033864160208,0.91817213099523,0.0200856134427559,0.957539933343032,0.878804328647429,5.26519491616515,0.0955947232814608,5.45256057379681,5.07782925853348,4.83435523628061,0.708228847953205,0.873430123027081,0.0258032444339671,0.924004482117657,0.822855763936506,7.52625812258861,0.127993678262695,7.77712573198349,7.27539051319373,6.57366055794614,0.641009916414472,0.454
"216","148_1996","1996",148,"1 g421",99.5714285714286,7.74285714285714,-152.57538147074,59.3033864160208,0.832821024195241,0.0374010216620616,0.906127026652882,0.759515021737601,5.07161768798116,0.0999927268635221,5.26760343263367,4.87563194332866,4.22374983723117,0.618775686737957,0.951554298667813,0.0115349680800637,0.974162836104738,0.928945761230888,7.50596475228995,0.129370989239592,7.75953189119955,7.25239761338035,7.14233302569058,0.696462230662041,0.431
"217","148_1999","1999",148,"1 g421",76.5,6.9,-152.57538147074,59.3033864160208,0.92486022932179,0.0175685667649571,0.959294620181106,0.890425838462474,5.6402056577349,0.0946013488606355,5.82562430150174,5.45478701396805,5.21640189803476,0.764198352446359,0.913451833956141,0.0189920784572635,0.950676307732378,0.876227360179905,6.78627735302933,0.125328725316624,7.03192165464991,6.54063305140874,6.19893749385967,0.604469970691493,0.462
"218","148_2001","2001",148,"1 g421",96.2857142857143,8,-152.57538147074,59.3033864160208,0.79331130105008,0.045722110919768,0.882926638452826,0.703695963647335,5.00140886887381,0.104297223918631,5.20583142775433,4.7969863099933,3.9676741768497,0.581260824656708,0.930651842749665,0.0169715918810402,0.963916162836504,0.897387522662827,7.37944882465241,0.135348853101366,7.64473257673109,7.11416507257373,6.86769764713962,0.669682022055649,0.389
"219","148_2003","2003",148,"1 g421",66.5454545454545,8.76363636363636,-152.57538147074,59.3033864160208,0.941339678323176,0.0148570075371477,0.970459413095985,0.912219943550366,6.21964920956733,0.0908055194708466,6.39762802773019,6.04167039140447,5.85480258621711,0.857723499405104,0.785615718701627,0.0376972251908881,0.859502280075768,0.711729157327487,6.53370952016941,0.127008160060992,6.78264551388896,6.28477352644987,5.13298490047556,0.500526942790395,0.429
"220","148_2005","2005",148,"1 g421",54.6666666666667,8.95555555555556,-152.57538147074,59.3033864160208,0.952351036981969,0.0122388608766499,0.976339204300203,0.928362869663736,6.39871702810452,0.0925347508562507,6.58008513978277,6.21734891642627,6.09382479706953,0.892740045925478,0.802506876464556,0.0367377796221582,0.874512924523986,0.730500828405126,5.93173016085072,0.128076280700756,6.1827596710242,5.68070065067724,4.76025424341491,0.464181280397051,0.414
"221","148_2007","2007",148,"1 g421",81.0666666666667,6.91333333333333,-152.57538147074,59.3033864160208,0.944427797990884,0.0135122967361404,0.970911899593719,0.917943696388049,5.75560356085163,0.0938160323609748,5.93948298427914,5.57172413742412,5.4357519970836,0.796332951654526,0.913659766031433,0.018653872984633,0.950221357081313,0.877098174981552,7.08817876918572,0.127155970099103,7.33740447057996,6.83895306779148,6.47618375584319,0.631504771416861,0.503
"222","148_2009","2009",148,"1 g421",68.1111111111111,7.02222222222222,-152.57538147074,59.3033864160208,0.955436278232722,0.0109036840722641,0.976807499014359,0.934065057451084,6.26444733426815,0.0911794946177627,6.44315914371897,6.08573552481734,5.98528024623806,0.876838363399121,0.895923279833015,0.02183941605154,0.938728535294034,0.853118024371997,6.56257249686525,0.123843037148658,6.80530484967662,6.31984014405388,5.87956147553346,0.57332701875361,0.503
"223","148_2011","2011",148,"1 g421",89.5555555555556,7,-152.57538147074,59.3033864160208,0.941723359906024,0.0142902958854986,0.969732339841601,0.913714379970447,5.50857261175308,0.0951833056041724,5.69513189073725,5.3220133327689,5.18755150822641,0.75997179536929,0.976350550284687,0.00618456960639693,0.988472306713225,0.964228793856149,7.42447649204387,0.12789310880836,7.67514698530826,7.17380599877949,7.24889170858276,0.706852966814577,0.537
"224","148_2013","2013",148,"1 g421",87.5454545454545,7.08181818181818,-152.57538147074,59.3033864160208,0.934993508045043,0.0161230783195998,0.966594741551459,0.903392274538628,5.41145029096526,0.0979480427683654,5.60342845479126,5.21947212713926,5.05967089116098,0.741237395915129,0.948805654513221,0.0124891123996256,0.973284314816487,0.924326994209955,6.88864853907748,0.130998933996318,7.14540644971027,6.6318906284447,6.53598868583096,0.637336461817469,0.472
"225","148_2015","2015",148,"1 g421",82,8.96315789473684,-152.57538147074,59.3033864160208,0.972628508697339,0.00774414939573272,0.987807041512975,0.957449975881703,6.03774301181735,0.0928591190933221,6.21974688524026,5.85573913839444,5.87248098148169,0.860313368974046,0.919158169719154,0.018360885710897,0.955145505712512,0.883170833725796,6.87784513911582,0.136459205325745,7.14530518155428,6.61038509667736,6.32182754968148,0.616453209514995,0.53
"226","148_2017","2017",148,"1 g421",113.272727272727,7.47272727272727,-152.57538147074,59.3033864160208,0.873642416664099,0.0295053642751475,0.931472930643388,0.81581190268481,4.81231965635878,0.0982953121520032,5.0049784681767,4.61966084454085,4.20424657434143,0.615918475645137,0.992634822852751,0.00215571068664577,0.996860015798577,0.988409629906925,7.8043831133345,0.129313996532969,8.05783854653912,7.55092768012988,7.7469024491798,0.755414924096922,0.465
"227","149_1990","1990",149,"1 g422",174.75,5.55,-150.715949716914,59.1818591521839,0.182101791113115,0.0321289368732564,0.245074507384698,0.119129074841533,3.62164980042287,0.136316223669945,3.88882959881597,3.35447000202978,0.659508915441461,0.0966174839392506,0.903575834110481,0.0269774385439862,0.956451613656695,0.850700054564268,9.26135289340085,0.130379114965151,9.51689595873255,9.00580982806916,8.3683346656462,0.816011939963961,0.079
"228","149_1993","1993",149,"1 g422",156.181818181818,5.90909090909091,-150.715949716914,59.1818591521839,0.328463624933036,0.0385059648886335,0.403935316114757,0.252991933751314,4.13783743381381,0.0991507480841779,4.3321729000588,3.94350196756882,1.35912908289409,0.199111231498651,0.976541066198514,0.00688998291771965,0.990045432717245,0.963036699679784,9.1747115523225,0.0957544038694113,9.36239018390654,8.98703292073845,8.95948260136884,0.873655879063936,0.174
"229","149_1996","1996",149,"1 g422",155.7,5.75,-150.715949716914,59.1818591521839,0.201853257432225,0.0288129457391181,0.258326631080896,0.145379883783553,4.06742471215114,0.102691558962702,4.26870016771804,3.86614925658425,0.821022927508037,0.120279146581613,0.98922828590228,0.00334391145854334,0.995782352361025,0.982674219443535,9.00266618606967,0.0961779801888713,9.19117502723985,8.81415734489948,8.90569203979611,0.868410660958486,0.104
"230","149_1999","1999",149,"1 g422",134.583333333333,5.65,-150.715949716914,59.1818591521839,0.415807069622876,0.0436947293710249,0.501448739190084,0.330165400055667,4.31951470407287,0.100586386255314,4.51666402113329,4.12236538701246,1.79608475129346,0.263124857827691,0.990057263121112,0.00302646495646535,0.995989134435784,0.98412539180644,9.06136679630921,0.0967567253046552,9.25100997790633,8.87172361471209,8.97127201049042,0.874805486362485,0.23
"231","149_2001","2001",149,"1 g422",156.909090909091,6.1,-150.715949716914,59.1818591521839,0.147834211386253,0.0246707116384032,0.196188806197524,0.0994796165749832,3.9013452691111,0.106344638746426,4.1097807610541,3.69290977716811,0.57675230120453,0.0844937117510442,0.987318435969514,0.00405198838295,0.995260333200096,0.979376538738932,8.98187415885273,0.10447003794293,9.18663543322087,8.77711288448459,8.86796994659348,0.864732309209464,0.073
"232","149_2003","2003",149,"1 g422",148.416666666667,6.14166666666667,-150.715949716914,59.1818591521839,0.28997831792945,0.0366203009792272,0.361754107848735,0.218202528010165,4.3840009733634,0.0987859897594037,4.57762151329184,4.19038043343497,1.27126522805699,0.186239252993429,0.991339502547969,0.00264915253092864,0.996531841508589,0.986147163587349,9.46780627048573,0.0947297280766994,9.65347653751606,9.2821360034554,9.38581035840386,0.915227894761013,0.17
"233","149_2005","2005",149,"1 g422",127.928571428571,6.2,-150.715949716914,59.1818591521839,0.466632866899994,0.043623311944968,0.552134558312131,0.381131175487856,4.6948706637194,0.0974630630571662,4.88589826731145,4.50384306012736,2.19078095753606,0.320947509613984,0.992389979980633,0.00232008174637074,0.99693734020352,0.987842619757746,9.28756965871023,0.0939371861209542,9.4716865435073,9.10345277391315,9.21689106767618,0.898756259288558,0.288
"234","149_2007","2007",149,"1 g422",124.571428571429,5.71428571428571,-150.715949716914,59.1818591521839,0.622514950143826,0.0432202179852537,0.707226577394923,0.537803322892729,4.75428959197342,0.0981533873904236,4.94667023125865,4.56190895268819,2.95961634831665,0.433581227341587,0.979802043836687,0.0058380630342915,0.991244647383899,0.968359440289476,9.02747850023488,0.0975277725454017,9.21863293442387,8.83632406604589,8.84514188522189,0.862506302316848,0.374
"235","149_2009","2009",149,"1 g422",142,5.11818181818182,-150.715949716914,59.1818591521839,0.413040084336187,0.042748372833055,0.496826895088974,0.329253273583399,4.59071895682604,0.0963177882167385,4.77950182173085,4.40193609192124,1.89615094509116,0.277784468404205,0.994767951744919,0.00162799519277738,0.997958822322762,0.991577081167075,9.29272586911873,0.0943639402863836,9.47767919208004,9.10777254615742,9.24410587895026,0.901410026355819,0.25
"236","149_2011","2011",149,"1 g422",160.363636363636,5.43636363636364,-150.715949716914,59.1818591521839,0.355634950554891,0.0418540936982311,0.437668974203424,0.273600926906358,4.23154574108803,0.0984755535538088,4.42455782605349,4.03853365612256,1.5048855604026,0.220464428999086,0.997372385961116,0.000878128421666976,0.999093517667584,0.995651254254649,9.16605127672168,0.0961173058275545,9.35444119614368,8.97766135729967,9.14196643170584,0.891450218123612,0.197
"237","149_2013","2013",149,"1 g422",159.25,5.5,-150.715949716914,59.1818591521839,0.320188194312076,0.0413156541092773,0.40116687636626,0.239209512257893,4.07732651374161,0.102332407831577,4.27789803309151,3.87675499439172,1.30551181405568,0.191256348130782,0.994726842749575,0.00172893500777749,0.998115555364819,0.991338130134331,8.73132611674591,0.100632005307595,8.9285648471488,8.53408738634302,8.68528446112757,0.846918306381605,0.162
"238","149_2015","2015",149,"1 g422",168,6.54166666666667,-150.715949716914,59.1818591521839,0.459619485998916,0.0450374397714563,0.54789286795097,0.371346104046861,4.49449046948927,0.0983836290733308,4.687322382473,4.30165855650554,2.06575539941368,0.302631373818005,0.995022484328129,0.00162371469208052,0.998204965124607,0.991840003531652,8.91503178595614,0.0959604400574792,9.1031142484688,8.72694932344348,8.87065707552632,0.86499433616955,0.262
"239","149_2017","2017",149,"1 g422",147.538461538462,6.06923076923077,-150.715949716914,59.1818591521839,0.456566451714585,0.0464389853118833,0.547586862925876,0.365546040503294,4.29668603379128,0.0993924855291569,4.49149530542843,4.10187676215413,1.9617226965797,0.287390673108916,0.995652705963956,0.00145400149771651,0.998502548899481,0.992802863028432,8.85120261075069,0.0991713738329197,9.04557850346321,8.65682671803816,8.81272383042915,0.859345157257739,0.247
"240","150_1990","1990",150,"1 g423",183.428571428571,5.43571428571429,-149.050413101978,59.2523363917193,0.122314205691586,0.0227739138656338,0.166951076868228,0.0776773345149434,3.39475816315853,0.137039687797141,3.66335595124092,3.12616037507613,0.415227148241761,0.0608304169770548,0.936381560677602,0.0205997903352148,0.976757149734623,0.896005971620581,8.44729011922635,0.127262956725823,8.69672551440896,8.19785472404373,7.90988670533766,0.771307823265611,0.047
"241","150_1993","1993",150,"1 g423",187.586206896552,5.47241379310345,-149.050413101978,59.2523363917193,0.140244239643692,0.0212710374705706,0.18193547308601,0.0985530062013734,3.79299032545209,0.104487742044808,3.99778629985992,3.58819435104427,0.531945044168908,0.0779294874689459,0.989057180901882,0.00384261249826339,0.996588701398479,0.981525660405286,8.08460027418859,0.0935788140181573,8.26801474966418,7.901185798713,7.99613195590755,0.779717758699853,0.061
"242","150_1996","1996",150,"1 g423",171.363636363636,5.66363636363636,-149.050413101978,59.2523363917193,0.109300234511888,0.017263932642519,0.143137542491225,0.0754629265325505,3.76172756189239,0.102871652331908,3.96335600046293,3.56009912332185,0.411157704684669,0.0602342470264851,0.994484478751854,0.00197644984062418,0.998358320439477,0.990610637064231,8.17321518441256,0.0927828831049789,8.35506963529832,7.9913607335268,8.12813564239726,0.792589684668238,0.048
"243","150_1999","1999",150,"1 g423",182.551724137931,5.48620689655172,-149.050413101978,59.2523363917193,0.114206639200838,0.0181502548438972,0.149781138694877,0.0786321397067995,3.71362571764108,0.105726792244746,3.92085023044078,3.50640120484137,0.424120712461588,0.0621333164194324,0.997611705215172,0.000891670731885326,0.999359379849667,0.995864030580677,8.07482674938161,0.0924030805668458,8.25593678729263,7.89371671147059,8.05554168276768,0.785510912105498,0.049
"244","150_2001","2001",150,"1 g423",182.6875,5.775,-149.050413101978,59.2523363917193,0.0611408200507795,0.0113754936041992,0.0834367875150101,0.038844852586549,3.56631832603191,0.107561096013279,3.77713807421793,3.35549857784588,0.218047627015714,0.0319437881853053,0.99393167244101,0.00221957320894123,0.998282035930534,0.989581308951485,7.99344049905263,0.102264741475958,8.19387939234551,7.79300160575975,7.94493368378108,0.774725319579053,0.025
"245","150_2003","2003",150,"1 g423",191.928571428571,5.39285714285714,-149.050413101978,59.2523363917193,0.0855512070329125,0.0143712303627334,0.11371881854387,0.057383595521955,3.93765566230921,0.107661608804336,4.14867241556571,3.72663890905271,0.336871194790535,0.0493513377760542,0.996772767852119,0.00118535155945546,0.999096056908651,0.994449478795586,8.28749269011785,0.0938724891405284,8.47148276883329,8.10350261140242,8.26074702728297,0.80552086844201,0.04
